text,label_ternary,label_original,dataset_name
সাধারণ মানুষের সাথে অন্যায় কাজটা করিয়েন না আর অবৈধ ইনকাম থেকে বিরত থাকবেন,1,Neutral,banglasarc3
আমার সাথে কোনো পুরুষের ছবি দেখা মাত্রই লোকে ধারণা করে নেয় আমি হয় এর সাথে প্রেম করছি অথবা একে ভোগ করছি৷,1,Neutral,banglasarc3
খেলা বা খেলাধুলা শুধু শরীরকে সক্রিয় রাখে না এটি আমাদের বন্ধুত্ব ও সম্পর্কের গভীরতাও বাড়ায়,1,Neutral,banglasarc3
নিজের জাতের প্রমাণ দিয়েছেন একজনের কানের নিচে বাজাবেন আপনার আব্বু কে ও একদিন এমন বাজাবে,0,Non-Sarcastic,banglasarc3
সত্যিকথা বলতে যারা এসব কথা লিখালিখি করা তারাও কিন্তু প্রবাসী,1,Neutral,banglasarc3
প্রথম আলো র সার্থকতা হল আওয়ামীপন্থী ও বিএনপি পন্থী উভয়গোষ্টির কাছে সে চরম চক্ষুশূল হওয়া সত্ত্বেও দেশের বেশির ভাগ পাঠকের কাছে নিরভরতা ও বিশ্বস্থতার প্রতিক,1,Neutral,banglasarc3
হইতে পারে কোন যুবলীগ বা ছাত্রলীগের নেতা অসম্ভব না ওরা ত ভারতেই সবাই,2,Sarcastic,banglasarc3
স ঠিক স ঠিক তিতু মীর ক লেজ ওয়ার্ল্ড র ্যাং কিং এ বর্তমা নে দুই নাম্বা রে আছে,2,Sarcastic,banglasarc3
খুব সমস্যায় আছে দেশটা,0,Non-Sarcastic,banglasarc3
আমার কাছে অনেক গাজার বীজ আছে ভাবতেছি চাষ করবো,0,Non-Sarcastic,banglasarc3
ইতিহাস বিশ্লেষণের এই ধরনের প্রচেষ্টা অবশ্যই স্বাগত,1,Neutral,banglasarc3
হুম ইউরোপ আমেরিকার মানুষ অনেক সাহায্য করে গরীব মানুষ দেখলেই ডলারের বাণ্ডিল ছুঁড়ে মারে ওখানে না গেলে কেউ বুঝবেনা,2,Sarcastic,banglasarc3
আই মিন ইট দিয়ে সিকিউরিটি গ্লাস ভাংগার পর আপার অনুভুতি কি ছিলো প্লিজ আবার বইলেন না আপনার সর্বনাশ করেছে জেনে বুঝে লিভটুগেদার করেছেন প্লিজ গরিব ছেলেটার উপর রেপ কেইস দিবেন না আই রিপিট এগেইন আপনার অনুভুতি কি,0,Non-Sarcastic,banglasarc3
ভাই আল্লাহ তোমার দিলের নেক মাকসাদ গুলো পুরা করুক,0,Non-Sarcastic,banglasarc3
বেশি বাতিল বাতিল করিয়েন না জামাতকে কিন্তু আওয়ামী লীগ বাতিল করেছিল শেষে কি হয়েছে সবাই জানে,0,Non-Sarcastic,banglasarc3
এখানে খবিশ বলার কি আছে বুঝলাম না বিয়ে করসে ভাই অন্য কিছু তো আর করে নাই আপনাদের এত চুলকানি কেন সব বেপারে একটু যার যার দিক দেখেন অন্য মানুষরে নিয়ে চুলকানি দয়া কইরা বন্ধ করেন,0,Non-Sarcastic,banglasarc3
যুদ্ধের সময়ে বাংলাদেশ থেকে অনেকে ভয়ে ইন্ডিয়া চলে গিয়েছিল যুদ্ধ শেষ হওয়ার পর তারা আবার ফিরে এসেছিল মূল কথা হচ্ছে তারা গিয়েছিল খালি পেটে ভারত থেকে এসেছে ভরা পেটে,0,Non-Sarcastic,banglasarc3
ফেরেশতারা আমাদের জন্য আমীন বলেন এটি আল্লাহর দয়া,0,Non-Sarcastic,banglasarc3
পাবনার মানসিক হাসপাতাল টার কোন শাখা ঢাকায় থাকলে তাকে ইমারজেন্সি সেখানে ভর্তি করানো হউক,2,Sarcastic,banglasarc3
ইউনূস নাকি গরিবদের জন্য ১ ০০০ কোটি টাকা সহায়তা দেবে এমন প্রতিশ্রুতি দেওয়া হয়েছিল কিন্তু বাস্তবে এর কোনো প্রমাণ মেলেনি তাহলে সেই টাকা গেল কোথায়,0,Non-Sarcastic,banglasarc3
ভাই অনেকগুলা রেসিপি মিস করলেন খেজুরের বদলে বরই তারপর মাছ সেদ্ধ করে কাটা পর্যন্ত নরম করে খেয়ে ফেলা পেঁয়াজের পরিবর্তে চাইভ পাতা তেল ছাড়া রান্না করা,2,Sarcastic,banglasarc3
আমি জানি এসব কন্টেন্ট শুনতে খুব একটা মানুষ আসবে না তবে আমাদের মতো গুটি কয়েকের জন্য কন্টেন্টগুলো খুব প্রয়োজোন,1,Neutral,banglasarc3
পরকাল বিশ্বাস করে না কিন্তু আল্লাহর কাছে বিচার দেয় এর কারনে আরো ১০ জন নাস্তিক কথা বলার সুজোগ পাবে লাত্থি মাইরা এই দেশ থেইকা বের করা হোক ফালতু,0,Non-Sarcastic,banglasarc3
প্রতিদিন বই পড়ার অভ্যাস গড়ে তোলার মাধ্যমে নিজের জ্ঞান বৃদ্ধি করা যেতে পারে যা জীবনের অনেক দিককে সহজ করে,1,Neutral,banglasarc3
আমরা যারা শারিয়ার কথা বলি জনতার সাথে আমাদের সংযোগ বাড়াতে হবে,1,Neutral,banglasarc3
কোন খুশিতে এতোগুলো মানুষের প্রান নিলেন আশা করি সেটাও ক্লিয়ার করবেন,1,Neutral,banglasarc3
একটি মানুষ যদি তার সম্পূর্ণ জীবনে একটি বিশাল কিছু যদি না করতে পারে তবে তার অধিকার নেই পরবর্তী প্রজন্মকে একটি বিশাল কিছু করতে দেওয়া থেকে বাধা দেওয়া তার উচিত নিজের সেই অসম্পূর্ণ কাজটুকু যাতে তার পরবর্তী প্রজন্ম এগিয়ে নিয়ে যেতে পারে সেই সুযোগ করে দেওয়া,1,Neutral,banglasarc3
ঘোষণা আসার পরেই হয়ত সবকিছু ধ্বংস করে পানি দিয়ে ভরাট করে পালিয়েছে,1,Neutral,banglasarc3
লিংক কবে পাব,2,Sarcastic,banglasarc3
নতুনরা কোথায় এসো একে অপরকে ভালোবাসা দিয়ে এবং এগিয়ে দিতে সাহায্য করি এসো আমরা একে অপরের বাড়ি থেকে ঘুরে আসি চলো কোন এক ছোট পেজকে বড় করে তুলি আমরা সবাই,1,Neutral,banglasarc3
ড় ছোট একটা কালচার আমরা গ্রো করেছি এই দেশে এই বৃত্ত থেকে বের হওয়া অসম্ভব,0,Non-Sarcastic,banglasarc3
আইতে নদী যাইতে খাল বরিশাল এখন চ্যাম্পিয়ন অভিনন্দন বরিশাল,0,Non-Sarcastic,banglasarc3
একটা দালান ভেঙে ফেলতে পারে কিন্তু ইতিহাস মুছে ফেলতে পারবে না ইতিহাস কিন্তুু প্রতিশোধ নেয়,0,Non-Sarcastic,banglasarc3
আমি এখনো এই বিষয় কিছুই জানতে পারলাম নাহ হইছেটা কি,1,Neutral,banglasarc3
শেষের দৃশ্যটা করুন চোখে পানি চলে আসে,0,Non-Sarcastic,banglasarc3
ধন্যবাদ এই প্রথমবারের মতো জানতে পারলাম,1,Neutral,banglasarc3
যখন দেশের স্বার্থে কথা বলতে তখন তোমার প্রতি অনেক ভালোবাসা ছিলো কিন্তু এখন তুমি দালালী শুরু করছো নির্দিষ্ট পক্ষের তাই তোমার প্রতি এখন মন ভরে ঘৃণা জানাই,0,Non-Sarcastic,banglasarc3
নাসির একটা আফসোসের নাম শান্তও লিষ্টে থাকতে পারতো,0,Non-Sarcastic,banglasarc3
পদ্মা সেতু উদ্বোধন কি পিছাবে,0,Non-Sarcastic,banglasarc3
ভাই এটা জমজমের পানি খাইলে শরীরের সমস্ত জীবানু মারা যায় আমাকে এক ছাত্র বলেছে,2,Sarcastic,banglasarc3
অসাধারণ আপনার শৈল্পিক ভাবনা যত দেখি মুগ্ধ হয়ে যাই প্রশংশা করে আপনাকে জানাবার কিছু নেই শুধু এটুকু বলতে চাই অনেক দুঃখের মাঝে আপনার এই কমেডি আমার কাছে ঔষধের মতো কাজ করে অনেক অনেক ভালো সুস্থ থাকুন,1,Neutral,banglasarc3
হাসিনা রে ছাড়া কাকু কাউকে ডিস্টার্ব করে নাই,2,Sarcastic,banglasarc3
কয়েল ও কুকুর ব্যাবসায়ী থেকে আজ সে কবি,2,Sarcastic,banglasarc3
কোনও আর্ট ওয়ার্ক অপরের ভালো লাগানোর জন্যেই তৈরী হয় না শিল্পীর ভালো লাগলেই হলো,1,Neutral,banglasarc3
ওপার থেকে কে যেন ডাকে সুদূর থেকে শোনা যায় কিন্তু বোঝা যায় না শীত এত বিভ্রান্তি ছড়ায় কেন,1,Neutral,banglasarc3
ভাই তোদের জন্য বাংলাদেশে থাকা যাইতো না,2,Sarcastic,banglasarc3
নিশ্চয়ই কম সহজে করেনি যে পুরুষ ভুক্তভোগী সেই জানে,0,Non-Sarcastic,banglasarc3
ছোট বেলায় এই দড়ি লাফ খেলা আমরাও খেলিছ,0,Non-Sarcastic,banglasarc3
রাজনৈতিক ভিন্নমত থাকা সত্ত্বেও এমন ঘটনা আমাদের সবার জন্য লজ্জার,0,Non-Sarcastic,banglasarc3
আজকে কেউ নেই বলে ফুল দিতে পারলাম না,2,Sarcastic,banglasarc3
যেই রোডে নামানো হচ্ছে সেই রোড থেকে এই পরিমাণ বাস উঠানো দরকার পরিকল্পনা ছাড়া বাস নামাইয়া যানযট আরো বাড়াবে তাদের উচিত ছিল দুতলা বাস নামানো ফালতু,0,Non-Sarcastic,banglasarc3
ভাই পোস্ট দিলেই সমস্যা মার্কেটে এখন প্রচুর কম্পিটেশন আপনি আগাইয়া যাবেন আপনার মত,1,Neutral,banglasarc3
আন্টি আপনার মেয়ে অনেক সুন্দর সুন্দর গালি শিখছে,2,Sarcastic,banglasarc3
মেয়েরা চাইলে আমাকে মেসেজ দিতে পারেন,2,Sarcastic,banglasarc3
সঙ্গীর প্রতি আস্থা ফিরে পেতে সময় নেওয়া এবং ধীরে ধীরে সম্পর্কের পুনর্নির্মাণ করা গুরুত্বপূর্ণ,0,Non-Sarcastic,banglasarc3
জীবনের অনেক কিছুই ভাগ্যের ওপর নির্ভর করে বাস্তবতাকে মেনে নেয়াই একমাত্র উপায়,0,Non-Sarcastic,banglasarc3
ছাত্র শিশুদের লা শ দেখে চোখে পানি আসে নাই কিন্তু রবীন্দ্রনাথের গান শুনে চোখে পানি আসে এরা কারা,0,Non-Sarcastic,banglasarc3
কিছু মানুষ খাওয়ার জন্য বাঁচে আর কিছু মানুষ বাঁচার জন্য খায় নিশ্চয় এই দুই শ্রেণির মানুষের মধ্যে গুণগত পার্থক্য আছে,0,Non-Sarcastic,banglasarc3
কোনো মানুষই তার সম্পদের চেয়ে বেশি কিছু আশা করতে পারেনা কিন্তু সম্পর্কের গুরুত্ব অনেক বেশি,1,Neutral,banglasarc3
এদের জন্য পৃথিবী এখনো সুন্দর,0,Non-Sarcastic,banglasarc3
হরে ভাই তুমি বুঝছো মানের কথাটা,2,Sarcastic,banglasarc3
ভালোবাসা স্বাধীন ও স্বেচ্ছাচারী,1,Neutral,banglasarc3
ফেব্রুয়ারিতেও পসিবল না ভাই যেই নেকামি শুরু হতে যাচ্ছে এর মধ্যে কিভাবে সম্ভব,2,Sarcastic,banglasarc3
আমি ২০০৩ সাল থেকে বাংলা সিনেমা দেখি কিন্তুু জায়েদ খানের সিনেমা একটা ও মনেপরেনা,0,Non-Sarcastic,banglasarc3
মনুষ্যত্বহীন মানুষ থাকলে যা হয় আল্লাহ তাআলা এদের হেদায়েত দান করো,0,Non-Sarcastic,banglasarc3
খুবি দুঃখজনক তবে সবাই খোলা মেলা মেয়েদের কেই পছন্দ করে কারণ আমাদের দেশের মানুষ জিনা করতে ভীষণ ভালোবাসে,0,Non-Sarcastic,banglasarc3
বিসিএস প্রস্তুতির জন্য এই ধরনের অভিজ্ঞতা শেয়ার করলে অনেক নতুন কিছু শিখতে পারি,1,Neutral,banglasarc3
আপনার বসার ঘরের সোভা বাড়াতে এবার আমাদের আয়োজনে রয়েছে অসাধারন ডিজাইনের চাইনিজ ফুলদানি,1,Neutral,banglasarc3
সহশিক্ষা একদিকে যেমন সম্পর্কের বিষয়গুলো আরও খোলামেলা করে তোলে তেমনি সেটা কখনো কখনো সামাজিক চাপ সৃষ্টি করে,1,Neutral,banglasarc3
ভারতের দোষ ভারত দিল্লি থেকে প্লেনে পানি এনে চট্টগ্রামে ছেড়ে ডুবিয়েছে,2,Sarcastic,banglasarc3
পড়তে বসুন নাহলে সমস্যা হবে,2,Sarcastic,banglasarc3
লিজেন্ড হয়েও বিপদে আছি সবকিছু কেমন জানি খুব তারাতারি বুঝে ফেলি,2,Sarcastic,banglasarc3
ভাই বাপকে বেচে না বাংলাদেশের প্রথম স্বৈরাচার এবং স্বৈরতন্ত্রের প্রতিষ্ঠাতাই হলো শেখ মুজিব,0,Non-Sarcastic,banglasarc3
এইগুলা বাড়াবাড়ি অপ্রয়োজনীয় উগ্রতা,0,Non-Sarcastic,banglasarc3
কে রচনা করলো এই গানটার,2,Sarcastic,banglasarc3
খাদ কিংবা সমুদ্র বরাবরই নেতার ভালো লাগার জায়গা,2,Sarcastic,banglasarc3
গোপালগঞ্জের গোলাপি আর কত কাল জ্বালাবি,2,Sarcastic,banglasarc3
আমি বলে রাখি একদিন প্রমানিত হবে পিনাকি ইন্ডয়ার দালাল র এর লোক ছাত্রদের বিপদের দিকে ঠেলে দিয়ে এ দেশকে গৃহ যুদ্ধের দিকে ঠেলে দিচ্ছে,0,Non-Sarcastic,banglasarc3
অস্ট্রেলিয়া অনেক জায়গা খালি আছে ওখানে ইহুদিদেরকে নিয়ে যান ফিলিস্তিন মুসলমানদের কান্ট্রি,1,Neutral,banglasarc3
নাটক বাজ তামিম সম্মনয়করা এদেশে খেলুক,0,Non-Sarcastic,banglasarc3
এর মধ্যে একদিন কলেজে বন্ধুদের সূত্রে ভারতীয় অভিনেত্রী সাই পল্লবীর একটা ছবি দেখে আশ্চর্য হয়ে যাই,1,Neutral,banglasarc3
সাদিয়াকে পুড়িয়ে দিল সুমাইয়াকে কোলে নিয়ে বসে রইলো,2,Sarcastic,banglasarc3
সামনে ক্যারিয়ার তার সামনে নেশা আর হাতে সংসার,2,Sarcastic,banglasarc3
এই রকম একটা ধৈর্যশীল আপু পেলে জিবণ ধন্য হয়ে যেতো,2,Sarcastic,banglasarc3
হয়তো জিনগত কারণে ছেলেটার মাথায় চুল কম এতো কটাক্ষ করার কি আছে,0,Non-Sarcastic,banglasarc3
এমনকি মাঝে মাঝে নিজেকে শিশুর মত মনে হয়,1,Neutral,banglasarc3
প্রযুক্তির ক্ষেত্রে সবসময় আপডেট থাকা দরকার পুরনো তথ্য দিলে সেটা দ্রুত অপ্রচলিত হয়ে যেতে পারে,1,Neutral,banglasarc3
জয়ার সাথে সেনোরা থাকলে ভালো হতো,2,Sarcastic,banglasarc3
ছাত্রদের পরিবারগুলো বুঝতে পারে না যে কোচিং সেন্টারগুলো কীভাবে তাদেরকে প্রতারণা করে,0,Non-Sarcastic,banglasarc3
প্রযুক্তি খাতে বিনিয়োগের অভাব দেশের গবেষণা উন্নয়নে বাধা হয়ে দাঁড়াচ্ছে,0,Non-Sarcastic,banglasarc3
পোষ্ট ডিলিট কর নইলে সমস্যা হবে তাসকিন সভাপতি বাংলাদেশ হেডম লীগ,2,Sarcastic,banglasarc3
জীবনের প্রতিটি মুহূর্তকে গুরুত্ব দেওয়া উচিত,1,Neutral,banglasarc3
আলগা পিরিতি কিন্তু নিজের জেলার মানুষ কষ্ট করতেছে তার কোন খবর নেই,2,Sarcastic,banglasarc3
গবেষণায় দেখা গেছে সততা প্রকাশের পর সম্পর্ক টিকিয়ে রাখার হার উভয়পক্ষের মানসিক স্থিতিস্থাপকতার উপর নির্ভরশীল,1,Neutral,banglasarc3
রাস্তাঘাট বন্ধের চেয়ে তিতুমীরিয়ানদের এবারের আইডিয়া খুব মনোমুগ্ধকর হয়েছে ভবিষ্যতে সকল সেক্টরের আন্দোলনকারীরা এদের অনুসরণ করার আহ্বান জানাচ্ছি,2,Sarcastic,banglasarc3
ক্লাসের পড়া প্রয়োজনীয় ছিল,1,Neutral,banglasarc3
নাহিদের কপালে হারুনের হোটেলের ফ্রাইড রাইস জুটছে যাদেরকে উদ্দেশ্য করে বলেছেন তাদের হাজারো সহযোদ্ধার কপালে গুলি ব্যতিরেকে অন্য কিছু জোটেনি,1,Neutral,banglasarc3
মাত্র এই কয়টা,2,Sarcastic,banglasarc3
গ্র্যাজুয়েশনের পরে একজন ছাত্র বা ছাত্রী কী করবে তা আগে থেকে পরিকল্পনা করা উচিত,0,Non-Sarcastic,banglasarc3
সে মনে হয় মনে মনে মেয়ে তাই ছাত্রী হলে সিট দখল করতে গেছিলো,2,Sarcastic,banglasarc3
আংকেল আপনাকে খুবই দারুণ দারুণ হ্যাপি হ্যাপি লাগছে খুবই ভালো ছেলে আপনি,1,Neutral,banglasarc3
নিশ্চয়ই আমি মানুষকে সুন্দরতম আকৃতিতে সৃষ্টি করেছি সূরা আত তীন ৪,1,Neutral,banglasarc3
ভিকি জাহেদের অন্যতম সেরা কাজ,0,Non-Sarcastic,banglasarc3
অল্প বয়সে পাকিলে বা ল দুঃখ থাকে চিরোকাল,2,Sarcastic,banglasarc3
আমার দেখা সেরা ধারাবাহিক বাংলা নাটক,0,Non-Sarcastic,banglasarc3
সেই পুরনো দিনের ছেলেবেলার কিছু অনুভূতি এই সিজনে ফুটে উঠেছে বেশ ভাল লাগছে,1,Neutral,banglasarc3
কিন্তু আপনি টাকা দিয়েই কেন বাল খান,0,Non-Sarcastic,banglasarc3
আপনি যখন সেরা বললেন তাহলে বোঝাই যাচ্ছে কতটা সুস্বাদু খাবার,0,Non-Sarcastic,banglasarc3
ব্যাকআপের আর কোনো ভালোবাসা থাকে না থাকে যায় শুধু ভালোবাসর মায়ার ঝরানো সখের মানুষটাকে না পার কষ্ট,0,Non-Sarcastic,banglasarc3
ভারতীয় উপমহাদেশের প্রথম নারী শহীদ,1,Neutral,banglasarc3
ভাই এতো দিন জতো রিভিউ দেখছি সব টাকা কামানোর জন্য করা কিন্তু আপনি মাশাআল্লাহ খুব সুন্দর করে করলেন দোয়া রইলো ভাই,1,Neutral,banglasarc3
তোমাদের উপর আল্লাহর লানত বর্ষিত হোক,0,Non-Sarcastic,banglasarc3
আপনার কন্ঠ অসাধারণ বোঝাতে পারেন অসাধারণ আল্লাহর কোরআনে যা বলা আছে তাও আরো বেশি অসাধারণ আল্লাহ তা আলা কত রহমত করেছেন আমাদের মৃত্যুর পর কি হবে সেটা বলে দিয়েছেন কি করলে জান্নাতে যাবে সেটা বলে দিয়েছেন যেন প্রশ্নের উত্তর ফাঁস করে দিয়েছেন যেন আমরা খুব সহজে জান্নাত লাভ করতে পারি,1,Neutral,banglasarc3
হাতুড়ি দিয়ে গাছ লাগাচ্ছেন আমাদের প্রিয় স্যার,2,Sarcastic,banglasarc3
তেজস্ক্রিয় পদার্থ নির্গমন রোধ করতে পরবর্তীতে চেরনোবিলে বিকিরণ শিল্ডটি ২৭৫ মিটার ৯০০ ফুট প্রশস্ত এবং ১০৮ মিটার ৩৫৪ ফুট উঁচু করা হয়,1,Neutral,banglasarc3
আওয়ামী লীগ খোঁচা দিয়ে পুরো জাতিকে আবার ঐক্যবদ্ধ করে দিয়েছে এর দায় আওয়ামী লীগ কে নিতে হবে,1,Neutral,banglasarc3
প্রিয় পাঠক আমরা বাকস্বাধীনতায় বিশ্বাসী৷ আসিফের বক্তব্যের সঙ্গে আপনি একমত না হলে আপনার অবস্থান জানাতে চাইলে লিখতে পারেন এই লিংকে প্রতিবেদনের নিচে,0,Non-Sarcastic,banglasarc3
সেনাবাহিনী সব জানে সেজন্য তারা সেখানে হাজির হয়েছে,0,Non-Sarcastic,banglasarc3
তোমার জীবন টা সার্থক ভাই,0,Non-Sarcastic,banglasarc3
সন্তানের সাফল্য দেখলে মা শান্তি পান,1,Neutral,banglasarc3
মানুষের সমালোচনা করা সহজ পোষ্ট দাতা এমন একটা বাড়ি তৈরি করে দেখাক,0,Non-Sarcastic,banglasarc3
আমি আর আমার ভার্সিটি দু টোই ভন্ড,2,Sarcastic,banglasarc3
লেগে থাকেন কেউ না কেউ দিবে,1,Neutral,banglasarc3
এমন অবস্থা ওরা পারলে ঋণের টাকা বাচ্চাগুলারে বিক্রি করে তোলা গেলে তুলতো এমন অবস্থা বাচ্চাদের নামেও মামলা,0,Non-Sarcastic,banglasarc3
কি পাপ করছিলাম এইসব পোস্ট সামনে আসে,2,Sarcastic,banglasarc3
নতুন পোস্টে লাইক করলে লাইক পাবেন সাপোর্ট করলে সাপোর্ট পাবেন,2,Sarcastic,banglasarc3
সরকারের পৃষ্ঠপোষকতায় ভবন গুলাতে আগুন দেওয়া হয়েছে ভাঙ্গা হয়েছে,0,Non-Sarcastic,banglasarc3
আহারে তাই বলে অটোওয়ালা ব্যাটা শাওনকে একেবারে পেছন থেকে মেরে দিল ফুল স্পিডে চালিয়ে সামনের চাক্কাটা একেবারে পোঁদে গিয়ে লাগিয়ে ব্রেক দিছে এইটা কেমন বিচার শাওন আপুর পোঁদের ব্যাথা দ্রুত ভাল হয়ে জাক আপু আবারো পোঁদ ঝাকিয়ে ঝাকিয়ে অভিনয় করে বেড়াক শুভকামনা রইল,0,Non-Sarcastic,banglasarc3
ইলন মাস্ক আটলান্টিক মহাসাগরের একরমটা করবে কিন্তু এটা হইছে বিশ্বাস হয় না,0,Non-Sarcastic,banglasarc3
ইস্তাম্বুলকে ঘিরে ৫ম শতকে নির্মিত রোমান প্রাচীরগুলির ধ্বংসাবশেষগুলি আজও পরিদর্শন করা যায়,1,Neutral,banglasarc3
আসলে আপনাদের মত মহৎ ছাত্র ছাত্রীদের মাঝে কিছু লিখেতে পেয়ে আমি ধন্য,0,Non-Sarcastic,banglasarc3
সাকিবের চোখ নারীদের দিকেই বেশি থাকে যদিও সে আমার ফেবারিট অভিনেতা,2,Sarcastic,banglasarc3
ওনেক ছেলের দুই তিনটা গফ থাকার পরেও এখানে এসে বলবে থাকলে রাকতাম,2,Sarcastic,banglasarc3
আমাদের দেশে এমন একটা অবস্থা হয়েছে যে যাকেই খুব ভালো মনে করি সেই দেখা যায় এমন এমন কাজ করে তাদের এই সমস্ত কাজের কারনে মানুযের উপর আস্তা রাখাও যায় না,1,Neutral,banglasarc3
সেই গল্পটা মনে আছে শেয়াল যখন আঙ্গুর ফল পেরে খেতে পারেনি তখন বলে ছিলো যে আঙ্গুর ফল টক সেই হচ্ছে আপনার অবস্থা এখনো কেও মনে হয় আপনাকে ভালোবেসে যত্ন করে গোলাপ দেয় নি তাই গোলাপ ফুল টক,2,Sarcastic,banglasarc3
ডাক্তার ও নার্সদের দায়িত্ব পালন কঠিন হয়ে পড়ে যখন তাদের সেবা নিয়ে রোগীর পরিবার মিথ্যা অভিযোগ তোলে,0,Non-Sarcastic,banglasarc3
বিষয় হচ্ছে একজন ডাক্তার হওয়ার আগের শর্ত হচ্ছে ভালো মানুষ হওয়া কিন্তু সবাই তাদের ডাক্তার জীবনের সুচনা এই শর্ত মেনে করতে চায় না,1,Neutral,banglasarc3
মানুষের উপর ভরসা না রেখে আল্লাহর উপর ভরসা রাখেন,1,Neutral,banglasarc3
রিয়েক্ট ব্লক খাওয়াই কয়েকশ কমেন্ট আমার হাহা মিস করলো,2,Sarcastic,banglasarc3
শত চেষ্টা করেও এই প্রজন্মের কাছ থেকে আপনি বঙ্গবন্ধু মুক্তিযুদ্ধ ও জয় বাংলা কে মুছে দিতে পারবেন না,1,Neutral,banglasarc3
হেনা সুখেই আছে শ্বশুরবাড়িতে আর আগুন জ্বলছে ছাত্রজনতার বুকেতে,2,Sarcastic,banglasarc3
অতীতের ঘটনা বর্তমান সম্পর্কের বিশ্বাস ও সম্মানকে কীভাবে প্রভাবিত করে তা গভীরভাবে বিশ্লেষণ করা প্রয়োজন,0,Non-Sarcastic,banglasarc3
আমিও সান্ধার পর বই সামনে নিলেই কি করে জানি ঘুম মাতাল হয়ে যাই,2,Sarcastic,banglasarc3
ভাই ভিডিও দেখতে দেখতেই এই উম শুনে আমার মাথা গরম হয়ে গেছে এই মেয়ে কেমনে সহ্য করছে ধৈর্য আছে ভালো,2,Sarcastic,banglasarc3
ইলন মাস্কের লাগবে না ওকে সবজি কেনার টাকা আমি দিব বেচারা সবজি খেতে না পেরে উল্টাপাল্টা বলছে,2,Sarcastic,banglasarc3
র ্যাব এমন ভাবে দাঁড়িয়ে আছে যেন বাবা ঈদের ড্রেস না দেখিয়ে শহর থেকে কিনে দিয়ে ঈদের দিন জোর করে পড়াই দিছে,2,Sarcastic,banglasarc3
এর ওপরে আমাদের নিয়ন্ত্রণ আনার প্রয়োজন না হলে একসময় মানব জাতির সর্বনাশ করতে পারে,0,Non-Sarcastic,banglasarc3
গুড কন্টেন্ট,1,Neutral,banglasarc3
ধুর এইবার অনেক কিছু মিস করেগেছেন,0,Non-Sarcastic,banglasarc3
আহারে আফা আফা তুমি ও শেষ ৩২ নম্বর ও শেষ জয় বাংলা ও শেষ বিরানি ও শেষ সিংগারা কই পামু উ উ,2,Sarcastic,banglasarc3
শখের সেই স্মৃতিগুলোও আজ বিলুপ্ত প্রায় এটা থেকে সবাইকে শিক্ষা নেওয়া উচিৎ,0,Non-Sarcastic,banglasarc3
লেখিকা প্রেমিকা,0,Non-Sarcastic,banglasarc3
৯টায় শুরু হবে স্বজন হারানোর বেদনা,2,Sarcastic,banglasarc3
পেমহীন এ জীবন মৃত্যুর চেয়ে বড় যন্তনাময় আমার মরন হলেই ভালো হয়,0,Non-Sarcastic,banglasarc3
আশে পাশে দুষ্টু কোকিল ছাড়া আপনাকে মানায় না পিও লিডার,2,Sarcastic,banglasarc3
দেশে যা শুরু হইছে সুষ্ঠু নির্বাচন হলে আওয়ামীলীগ আবারো বিপুল ভোটে জয়লাভ করবে ইনশাআল্লাহ,2,Sarcastic,banglasarc3
উনার মতো মানুষের সংখ্যা হাতেগোনা সত্যিই অনুপ্রেরণাদায়ক,0,Non-Sarcastic,banglasarc3
এখন বাংলাদেশ থেকে পাকিস্তান যাওয়ার জন্য একটা সেতু চাই,2,Sarcastic,banglasarc3
আপনি স্টুডেন্ট হলে অবশ্যই ব্যবহার করতে পারবেন,1,Neutral,banglasarc3
বাপের ভবিষ্যৎ অন্ধকার,2,Sarcastic,banglasarc3
শারমিনের জীবন ভালো যাচ্ছে সে সফল এবং তার পরিবার সুখী,0,Non-Sarcastic,banglasarc3
নিজের ইনকামের টাকায় সংসার চলে আলহামদুলিল্লাহ,1,Neutral,banglasarc3
ঢাকা শহর হতে উপকূলের প্রত্যন্ত অঞ্চলের দিকে তাকাতে হবে,1,Neutral,banglasarc3
আমি নিজেও এটাতে বিশ্বাসী প্রতিবারই ভাবি প্লান না করে কাজ করা শুরু করে দিবো কিন্তু প্রতিবারই প্লানিং আর পারফেকশনিজমের ট্র্যাপে পরে যাই,1,Neutral,banglasarc3
কেমন করে চায় দেখো মরে যাবো লাজেরে,2,Sarcastic,banglasarc3
ছোটবেলায় সাপ মারার পর মরা সাপের উপর প্রস্রাব করে দিয়ে পুলাপান চেক করে দেখত সাপ মরেছে কি না এই ভয় থেকে যে সাপ কোন কারনে জীবিত হয়ে গেলে সেই সাপ ভয়ানক ভাবে প্রতিশোধ নিতে আসবে সাপের উপর প্রস্রাব করার পর কোন কারনে সাপের লেজ যদি একটু নড়ে উঠত তাহলে ঐ মরা সাপকে আরও বর্বর ভাবে পেটানো হত ৩২ নম্বরের বাড়ি ভেঙে দিয়ে আওয়ামীলীগ নামক সাপকে জাস্ট পরীক্ষা করে দেখা হয়েছে এরপর তারা যদি সামান্য লেজটুকু নাড়ানোর চেষ্টা করে তবে তাদের জীবন ত্যেনা ত্যেনা করে দিতে হবে,0,Non-Sarcastic,banglasarc3
