text,label_binary,label_original,dataset_name
ভাই যে এ অর্ধনগ্ন ছবি ছাড়া কি আর কোন ছবি ছিল না,0,Non-Sarcastic,banglasarc3
দৌড়টা ভালো ছিল,0,Non-Sarcastic,banglasarc3
সে তো পুরুষ বোজা জায় আর তুই যে হিরজা সেটাও জানে মানুষ,0,Non-Sarcastic,banglasarc3
ভাই আপনি হাসতে পারেন শুভ জন্মদিন,0,Non-Sarcastic,banglasarc3
ক্ষমতাবান লোকের কাছে ওই প্রিন্সিপাল এর ক্ষমতা থাকে না যে ওই লোকের ছেলে কে টিসি দিবে ঐটা শুধু নাটক শর্টফিল্ম এ হয় বাস্তবে করলে জীবন এর নিরাপত্তা বলে কিছু থাকে না,0,Non-Sarcastic,banglasarc3
ভাবীর প্যাকেট ছিঁড়ার স্টাইলটা কেমন যেন চেনা চেনা লাগলো,1,Sarcastic,banglasarc3
তুই তো মনে হয় শীতের জামাকাপড় কিনস নাই এই বছর,1,Sarcastic,banglasarc3
নাটোরের বনলতা সেন হবে কোকো,0,Non-Sarcastic,banglasarc3
এই সমস্ত নাস্তিক মার্কা মিডিয়াকে বয়কট করা সময়ের দাবি এখন,0,Non-Sarcastic,banglasarc3
উনাকে দেখলে মায়া হয় বাট আওয়ামীলীগ দুর্নীতির সকল সীমা অতিক্রম করেছে আমার কথা কারো ভাল না লাগলে কিছুই করার নাই,0,Non-Sarcastic,banglasarc3
তাসকিন এর বাসা তো ও আমাদের বাসার মতন পিঁপড়া আছে,1,Sarcastic,banglasarc3
আগামীকালকে যেয়ে গালিগালাজ করে আসছে এইটা ভালো ছিল,1,Sarcastic,banglasarc3
১৬ বছরের নিচে ফেসবুক টিকটক ব্যবহার বন্ধ করতে হলে এনআইডি কার্ড দিয়ে একাউন্ট খোলার সিস্টেম চালু করলে কিছুটা ফলাফল পাওয়া যাবে কারণ কমবয়সী অনেকেই বয়স বাড়িয়ে একাউন্ট খুলে ফেলে,0,Non-Sarcastic,banglasarc3
ভালোবাসা অবিরাম,0,Non-Sarcastic,banglasarc3
মোনাফেক পার্টি জামাত শিবির সাথে বিএনপি আর কোনদিন ঐক্য করিবে না,0,Non-Sarcastic,banglasarc3
একদম নিজের সাথে মিলে যায় আমি ঠিক মানুষের প্রতি যতটা আন্তরিক তাদের মধ্যে খুব কমই,0,Non-Sarcastic,banglasarc3
বাস্তব জীবনে আপনি সত্যিই অসাধারণ প্রিয় ভাই,0,Non-Sarcastic,banglasarc3
কাপড় ধোঁয়া এবং শুকিয়ে দেওয়া আলাদা রিডিং রুমসহ ৩০ সুবিধা এসব সুবিধা আপনি কোথাও চাইলেও পাবেন না,1,Sarcastic,banglasarc3
অতীতের ঘটনাকে ব্যক্তিগত আঘাত হিসেবে না দেখে সামগ্রিক সম্পর্কের প্রেক্ষাপটে বিচার করা যেতে পারে,0,Non-Sarcastic,banglasarc3
আগেই কইতাছি আমি কোন জব করুম নাহহহ,1,Sarcastic,banglasarc3
ভালো লাগার কাজ করুন আর সেটা উপভোগ করুন,0,Non-Sarcastic,banglasarc3
তাহলে ২ জনেই সমস্যা আছে বাপে ও খেলো একটা মায় ও খেলো আরেকটায়,0,Non-Sarcastic,banglasarc3
৫ ই আগষ্ট একদফা আজ ২য় দফা ভাংচুর অগ্নিসংযোগের পর এসব সিভি কোথায় থেকে বের হলো জীবিত শহীদের মতো অবস্থা নাটকের একটা সীমা থাকা দরকার তোদের,1,Sarcastic,banglasarc3
পাকিস্তানের ইরফান খান এবং ওয়েস্ট ইন্ডিজের কয়েকটা লম্বা এরকম আছে,0,Non-Sarcastic,banglasarc3
এটা হচ্ছে হিরো আলমের সেকেন্ড কপি এদের কি কোন ভাবে চিড়িয়াখানায় বন্দী করে রাখা যায় না,1,Sarcastic,banglasarc3
ফেরেশতারা আমাদের জন্য আমীন বলেন এটি আল্লাহর দয়া,0,Non-Sarcastic,banglasarc3
যে মানুষটা তোমাকে মেসেঞ্জার এ পাঠায় তার কাছে তুমি স্পেশাল,1,Sarcastic,banglasarc3
গরিব হওয়াটা কোন দোষের নয় স্বার্থপর বেইমান না হলেই হল,0,Non-Sarcastic,banglasarc3
আপার কবিতা রিক্ত আমি নিস্ব আমি দেবার কিছু নাই আছে শুধু স্বৈরাচারী পতিহিংসা কূটনামি করে গেলাম তাই,1,Sarcastic,banglasarc3
তোমার আইডিয়াগুলো এতই ঝলমলে আর চমকপ্রদ যে মনে হয় মানুষ সেটা শুনে শুধু মুখে হাসি ফুটিয়ে রেখে চুপ হয়ে যায়,1,Sarcastic,banglasarc3
সবাই থামেন বিষয়টা আমাকে আগে বুঝতে দেন,1,Sarcastic,banglasarc3
কিন্তু এই একই রঙ রাজনীতিকরণ করতে দেখা যায় ভারতীয় উগ্রবাদী দল বিজেপি কে,0,Non-Sarcastic,banglasarc3
কেউ থাকে না কিন্তু আমি চাই তুমি থাকো,0,Non-Sarcastic,banglasarc3
টাকা কামানোর ধান্দা,0,Non-Sarcastic,banglasarc3
পোস্ট ভাইরাল সবাই কপি করতেছে,1,Sarcastic,banglasarc3
আল্লাহ ক্ষমাশীল ভুল বুঝতে পেরে তওবা করলে ইনশাআল্লাহ পাপ মোচন করবেন আল্লাহ আমাদের সবাইকে বুঝার তাওফিক দান করুন,0,Non-Sarcastic,banglasarc3
নানা বাড়ির টয়লেটে এগুলা প্রচুর দেখতাম আগে,0,Non-Sarcastic,banglasarc3
খুব সুন্দর বার্তা আসলেই ছোট ছোট সৎ কাজের মাধ্যমে আমাদের পরকালকে সুন্দর করতে পারি,0,Non-Sarcastic,banglasarc3
নুহাশ পল্লী মনে হয় সরকার এর বাপ দাদার সম্পত্তি ওখানে হামলা করবে একজন লেখন এর সারাজীবন এর কষ্টের টাকায় গড়া সম্পদ কিছু বলার আগে ভেবে চিন্তে বলা উচিত অন্যায় যে করবে তার শাস্তি তিনিই পাবে অন্য কেউ না,0,Non-Sarcastic,banglasarc3
আপনি আর আমি ভাঙ্গা চুঙ্গা একটা মোবাইল আর আমার বন্ধুর দামি মোবাইল,1,Sarcastic,banglasarc3
এখানেও বৈষম্য হচ্ছে একজনে এত জায়গায় কাজ করলে অন্যরা কি করবে,0,Non-Sarcastic,banglasarc3
আরে নাহ যারা সারাদিন ঘরে শুয়ে থাকে কাজ কাম করে নাহ তারাই সারাদিন পোস্ট করে আর কমেন্ট করে,1,Sarcastic,banglasarc3
স্বামীরই মন থাকে স্ত্রী কিছু নয় দাসী ছাড়া,0,Non-Sarcastic,banglasarc3
অন্যজনের ভিডিও চালিয়ে দেয়া বেশি মজা,1,Sarcastic,banglasarc3
একেই বলে মার থেকে মাসির দরদ বেশি,1,Sarcastic,banglasarc3
ওয়াও আবার কয়েক মিনিটের মধ্যেই একসাথে অনেকগুলো জানাশোনা মিথ্যে শোনার সুযোগ,1,Sarcastic,banglasarc3
এইসব দেখলে ফোন ইউজ করার কথা ভুইলা যাই,1,Sarcastic,banglasarc3
খুবি দুখ ঝনক যে আজ ভালোবেচে এই অবস্থায় পতিত হতে হলো নিজেকে,1,Sarcastic,banglasarc3
আগেই বিয়ে করে রাখবেন এবং স্ত্রী মারা গেলে পরে ফেসবুকে আপলোড করবেন,1,Sarcastic,banglasarc3
কয় টাকায় ফিটিং হইছিল,1,Sarcastic,banglasarc3
এটা তো আগেই চিটিং করা হইছে,1,Sarcastic,banglasarc3
নূর হোসেন চুদা ত নবী হইতে শিখছো দাসী চুুদছে পরের স্ত্রী কে চুদেছে খালাতো বোন কে চুদতে গিয়ে ধরা খেয়ে মেরাজের গল্প আটছে পালক পুত্রের স্ত্রী কে তা তোরা ত তার ই উম্মত,0,Non-Sarcastic,banglasarc3
দিল্লি গেইট এর নাম কখন যে মুজিব গেইট হয়ে যাবে টের ও পাবে না স্যার এরা,1,Sarcastic,banglasarc3
দাদা দের বলে দিও আমাদের বিশ্বচ্যাম্পিয়ন হতে ১৮ বছর বয়সী ও হতে লাগবেনা,1,Sarcastic,banglasarc3
এটা কেমম আইন ও আমার তো মনেই ছিল না বাংলাদেশে সব কিছুই সম্ভব,1,Sarcastic,banglasarc3
টাকা দিয়া সব হয় টাকা ছাড়া কোন জিনিসটা হয় আমাকে কেউ বলতে পারবেন,0,Non-Sarcastic,banglasarc3
যোগ্যতা থাকলে সবাইকে দেশের সেবা করার জন্য এগিয়ে আসতে হবে,0,Non-Sarcastic,banglasarc3
ইমন চামচা সব সময় পাশেই থাকে,1,Sarcastic,banglasarc3
বঙ্গবন্ধু এবং ৩২ এর এই বাসার প্রতি পাকির সন্তানদের পরাজয়ের ক্ষোভ থাকবে এটাই স্বাভাবিক কারণ এই বাসা থেকেই পাকিস্তান ভেঙ্গে বাংগালীকে স্বাধীন করার ঘোষণা দিয়েছিলো,0,Non-Sarcastic,banglasarc3
১৩ মামলার আসামি যামিন পায় কেমনে আইন তার নিজ গতিতে চলের,0,Non-Sarcastic,banglasarc3
কিগো তুমার কি এমন ধৈর্য আছে নি,1,Sarcastic,banglasarc3
বিসিবি চিনতে পারে নাই বিদেশিরা ঠিকই রত্ন চিনে,0,Non-Sarcastic,banglasarc3
গালির মধ্যেও কেমন একটা ভাব আছে,1,Sarcastic,banglasarc3
ঐ যারা কমেন্ট করতেছেন ধীরে সূস্থে করেন আর বানান যেনো ভুল না হয় আপনার প্রতিটা কমেন্ট অনেক মূল্যবান,0,Non-Sarcastic,banglasarc3
যারা এই পোশাক পছন্দ করেছে তাদের আত্নার মাগফেরাত কামনা করছি,1,Sarcastic,banglasarc3
ওরে দেখলেই বুঝা যায় অনেক মেধাবী ট্রল কইরেন না,1,Sarcastic,banglasarc3
ইউরোপের নায়ক রিয়াজ কই,1,Sarcastic,banglasarc3
বিষয়টা আমিও লক্ষ্য করছিলাম কালকে ভিডিও টা দেখতে ছিলাম তবে কাফি ভাইয়ের এইটা করা ঠিক হই নাই,0,Non-Sarcastic,banglasarc3
আমি চাই দ্রুত ফেব্রুয়ারী আসুক কারন ১৪ফেব্রুয়ারী সবে বরাত আলহামদুলিল্লাহ্,0,Non-Sarcastic,banglasarc3
জাহাঙ্গীরনগর মুসলিম বিশ্ববিদ্যালয়ের ভাইস চ্যান্সেলর হিসেবে সম্প্রতি নিয়োগপ্রাপ্ত হয়েছেন প্রফেসর ড সুবর্ণ আইজ্যাক,1,Sarcastic,banglasarc3
মানে তার পকেট ও নাই,1,Sarcastic,banglasarc3
স্কলারশিপের আবেদন প্রস্তুত করতে সময়মতো শুরু করা জরুরি,0,Non-Sarcastic,banglasarc3
সে তো নিজেকে ইন্ডিয়ান দাবি করে বাংলাদেশ মুজিব মুক্তি যুদ্ধ নিয়া তার এতো লাফানি কিসের,0,Non-Sarcastic,banglasarc3
শিক্ষিত হওয়ার মানে শুধু পড়াশোনা নয় চিন্তায় এবং কর্মে শিক্ষিত হওয়া জরুরি,0,Non-Sarcastic,banglasarc3
পৃথিবীতে মাঝে মাঝে দু চারটি নক্ষত্রের জন্ম হয় তার মধ্যে তিনি একজন,1,Sarcastic,banglasarc3
আমাদের জন্য দোয়ার দরখাস্ত রইল,0,Non-Sarcastic,banglasarc3
বাঘ কিভাবে গণনা করা হয়,1,Sarcastic,banglasarc3
ইবলিশ স্বয়ং ধাধায় পড়ে যায় শেখ হাসিনারে দেখে আমি কি ওর ওস্তাদ নাকি ও আমার ওস্তাদ এইটা ভেবে,1,Sarcastic,banglasarc3
কারণ এখন শীত কাল সবজির দাম তো কমবেই তেলের দাম চাউলের দাম কমিয়ে দেখা ভাই,0,Non-Sarcastic,banglasarc3
এই গল্পটা আমাদের শেখায় যে ইচ্ছাশক্তি থাকলে সবকিছু সম্ভব,0,Non-Sarcastic,banglasarc3
এমন চিন্তাভাবনা সমাজের জন্য সত্যিই ভাবনার বিষয়,0,Non-Sarcastic,banglasarc3
আমারটার যদি এরকম ধৈর্য্য থাকতো,1,Sarcastic,banglasarc3
এই মালটার খুব জ্বলছে৷ পাছায় বরফ লাগাও বাছা,1,Sarcastic,banglasarc3
ছাত্রদের পরিবারগুলো বুঝতে পারে না যে কোচিং সেন্টারগুলো কীভাবে তাদেরকে প্রতারণা করে,0,Non-Sarcastic,banglasarc3
আওয়ামী সন্ত্রাসীদের প্রতি সহনশীলতা হওয়া আমার মনে হয় ভাল লক্ষ্মণ নয়,0,Non-Sarcastic,banglasarc3
এরা আসল অপরাধীকে ধরতে না পেরে জাতির সাথে মস্কারা শুরু করছে,0,Non-Sarcastic,banglasarc3
পুরাতন বাস গুলারে নতুন ইলেক্ট্রিক বাস দিয়ে রিপ্লেস করা উচিৎ দেশে ওয়াল্টন এর সাথে চাইনিজ কোম্পানীর জয়েন্ট ভেনশনে ইলেক্ট্রিক বাস উৎপাদন করতে পারলে নতুন কর্মসংস্থান তৈরী হবে সাথে দক্ষ জনবল তৈরী হবে সরকারের এ বিষয়ে চিন্তা ভাবনা করা উচিত,0,Non-Sarcastic,banglasarc3
বিসিবি বস তর সাথেও লাগব,1,Sarcastic,banglasarc3
গোলাপি না বলতে শিখুন,1,Sarcastic,banglasarc3
এই পোস্টের নিচেই আরেক আগুনের ছবি,1,Sarcastic,banglasarc3
উনি যখন বলেছেন ঠিকই হবে,1,Sarcastic,banglasarc3
ভিডিও এডিটিং অসাধারণ,0,Non-Sarcastic,banglasarc3
সন্তানের নাম কি কি রাখবে সবাই আগে থেকেই ঠিক করে রাখো,1,Sarcastic,banglasarc3
অদ্ভুত এক মায়াবী,0,Non-Sarcastic,banglasarc3
আছে বলে এত মজা পাই,1,Sarcastic,banglasarc3
অভিনন্দন প্রথম বাংলাদেশি হিসেবে থাইল্যান্ড পা রাখলেন,1,Sarcastic,banglasarc3
তয় বোন সকালে অফিসে বসে তোর উপর ক্রাশ খাইছিলাম পরে তোর এই স্ট্যাটাস দেখে ক্রাশ ছুটে গেছে এখন বুঝলাম তুই একটা বলদ বোইন,0,Non-Sarcastic,banglasarc3
এটা রিয়াল মাদ্রিদ একটা ম্যাচ জিতে কি একটা অবস্থা,0,Non-Sarcastic,banglasarc3
যে যাই বলুক নাসির ছিলো বেস্ট ব্যক্তিগত কর্মকাণ্ডে হারিয়ে না গেলে ভালোই সার্ভিস দিতে পারতো অনেকদিন,0,Non-Sarcastic,banglasarc3
তারাই বেশি কমেন্ট করে যাদের সময় শেষ হয় না,1,Sarcastic,banglasarc3
গ্যাসের সমস্যা হলে বুক মাঝে মাঝে ব্যাথা করে,1,Sarcastic,banglasarc3
বাইরেই বার হতে দেয় না আবার পালাবো কি করে,1,Sarcastic,banglasarc3
তোরেও খালি করবে ধৈর্য ধর শুধু সময়ের অপেক্ষা,0,Non-Sarcastic,banglasarc3
মা বাপ ছাড়া দেশ হয়ে গেছে যে যার মতো যেমন খুশি তেমন সাজো,1,Sarcastic,banglasarc3
সৎ কাজের দিকে আহ্বান করা আমাদের প্রত্যেকের দায়িত্ব ইনশাআল্লাহ সবাই এই দাওয়াতের কাজে সাড়া দিবে,0,Non-Sarcastic,banglasarc3
এই সব পাগলের কারখানায় দয়া করে আমাকে ডাকবেন না ধন্যবাদ,1,Sarcastic,banglasarc3
আমার রুচি খারাব তাই এই বটবটিটা পছন্দ হয়নি,1,Sarcastic,banglasarc3
ভাই ভুল সময়ে গেছেন এখন তো বড়লোক ভাবীদের সবেমাত্র সন্ধ্যা,1,Sarcastic,banglasarc3
ছেলেরা নিজের গার্লফ্রেন্ডের জন্য মান সম্মান টা ও বিলিয়ে দেয় তারপর ও কিছু মেয়ে বলে ছেলেরা ভালোবাসে না,1,Sarcastic,banglasarc3
আল্লাহ তাআলা সকলকে সঠিক পথে চলার তাওফিক দিন যেন পরকালে সফল হতে পারি,0,Non-Sarcastic,banglasarc3
বিড়ালটা কল্পনার জীবনে একটা বড় পরিবর্তন এনেছে এটা দেখে খুব ভালো লাগলো,0,Non-Sarcastic,banglasarc3
বাংলাদেশ সরকার পরিবেশবান্ধব পাটের ব্যাগ উৎপাদনে ১০০ কোটি টাকা বিনিয়োগ করছে,0,Non-Sarcastic,banglasarc3
রোবট ও প্ররক্রিয়া শুরু করলো দেশটা নষ্ট হয়ে গেলো,0,Non-Sarcastic,banglasarc3
মনে হয় আসিফ নজরুল জানে না জানলে তার মালকে কেউ গ্রেফতার করতে পারে সরি সরি শাশুড়িকে কেউ গ্রেফতার করতে পারে,1,Sarcastic,banglasarc3
শুন্য ঘরের চাইতে দুষ্ট বউ অনেক ভালো যে শীত,1,Sarcastic,banglasarc3
কিরে তাসকিন্না ফাইসা গেলিগা রে,1,Sarcastic,banglasarc3
গোলাপি গোলাপ সামাজিকতার প্রতিক তাই কেউ সামাজিকতা দেখিয়ে একটা গোলাপের বাগান গিফট করেন,1,Sarcastic,banglasarc3
আর ব্যাবস্থা নেয়া লাগবে না এখন যা ব্যাবস্থা করোনাই নিবে লিখে রাখেন আজ ২৩ মার্চ ২০২০ ২৩ এপ্রিল ২০২০ দেইখেন কেমন সাইজ চলে আশা করি আমার কথাটা মিথ্যা হোক,0,Non-Sarcastic,banglasarc3
আমার তো হুডি আছে জান,1,Sarcastic,banglasarc3
কল্পনার জন্য সবাই মিলে এগিয়ে এসেছেন এটা দেখে মন ভরে গেল,0,Non-Sarcastic,banglasarc3
ঠিক আমার মহাজনরে বলি দাদা আর তার ছেলেদের বলি মামা,1,Sarcastic,banglasarc3
আর কত তালবাহানা করবিরে ভাই ওরে কেউ থামা না পারলে মামুন রে খবর দে,1,Sarcastic,banglasarc3
এই জন্য বিয়ে করে বসে আছি আর লাইফের বাঁশ গুলো এনজয় করতেছি,1,Sarcastic,banglasarc3
তুমি তো অবশ্যই মডেলিংয়ে চাস পাবা গো,1,Sarcastic,banglasarc3
এইডা কেডা কত সুন্দর বাংলা ভাষা রে,0,Non-Sarcastic,banglasarc3
ভাই এইসব জিনিস নিয়া কথা বইলা আপনার আর আমাদের সময় নষ্ট হয় আর টিকটকাররা ভাইরাল হয়,1,Sarcastic,banglasarc3
সুশীল বেশে এগুলো আসলে আওয়ামী,0,Non-Sarcastic,banglasarc3
আন্তর্জাতিক জাতিক ভাবে প্রমানিতো ডাইনি দেশের মানুষে মানবতার মা সাজতে চেয়েছিল অভিনয় করে,0,Non-Sarcastic,banglasarc3
মানুষের জন্য কাজ করাই সবচেয়ে বড় ইবাদত,0,Non-Sarcastic,banglasarc3
সামনে করোনা তাই আবার লকডাউন দেন দ্রবমূল্যের দাম বাড়ানো দরকার সরকার,0,Non-Sarcastic,banglasarc3
বলে নিজেরদের আর প্রমানের কিছু নাই আসছে আমার পেলে ম্যারাডোনা,1,Sarcastic,banglasarc3
বাই জয়কলির বইও পড়ে আবার উন্মেষ কোচিংও করে আমরা শুধু তাকাইয়া তাকাইয়া দেখি,0,Non-Sarcastic,banglasarc3
আমি তো বাহিরে না যাও আগেই খাইতে শুরু করি,1,Sarcastic,banglasarc3
দুইজন মিলে বেডরুমের খাট ভাঙ্গলে কিন্তু বাড়ির গেট ভাঙ্গার কাজটা একজন ই করিতেছে ব্যাপারটা কি খুশিতে ঠেলায় নাকি ঘুরতে,1,Sarcastic,banglasarc3
আমরা বিবিএ এর স্টুডেন্ট হয়ে অনার্স দ্বিতীয় বর্ষে উঠে ৩ ক্রেডিট এর একটা বাধ্যতামূলক কোর্স করা লাগছে যার নাম এবং যেখানে পুরা ভার্সিটি লাইফ ইংলিশ বেসড সেখানে শুধু এই কোর্সটা বাংলা তে লেখা যায় এখন একটা বিবিএ এর স্টুডেন্ট এর কিভাবে একজনের বাবার ইতিহাস জানা লাগবে এটা আমার মাথায় আসে না,0,Non-Sarcastic,banglasarc3
আজ ভালো স্টুডেন্ট না বলে কোনো দিন ফার্স্টও হয়নি গিফ্টও পাইনি দুক্কু,1,Sarcastic,banglasarc3
বয়ফ্রেন্ডের পিছনের বালিশটা কেমন যেনো দেখতে,1,Sarcastic,banglasarc3
বেহেস্তের টিকিট বিক্রি কারি জঙ্গি ধর্ম ব্যবসায়ী নেতা জঙ্গি গুষ্টি তা প্রচার করবে,0,Non-Sarcastic,banglasarc3
সেই তো চেয়ারে দাঁড়া হয়ে সাক্ষাত,1,Sarcastic,banglasarc3
গোপন রোগে ভোগা দুই কিশোর কিশোরী,1,Sarcastic,banglasarc3
এটাই বাস্তব এই ডায়ালগ নেয়ার জন্য তাকে পারিশ্রমিক দেয়া উচিত,1,Sarcastic,banglasarc3
কমেন্ট সেলিব্রেটি হয়ে গেলাম,1,Sarcastic,banglasarc3
আমিও সেটাই বলি ১৪ ফেব্রুয়ারী মাস থেকে বাদ দেওয়া হোক,1,Sarcastic,banglasarc3
ভারতীয়দের এত বড় অপমানের তীব্র নিন্দা পোষণ করছি,1,Sarcastic,banglasarc3
আমার আব্বু যাওয়ার আগে সকল চিন্তা নিয়ে চলে গেছে যেন আমার উপর অতিরিক্ত চাপ সৃষ্টি না হয়,0,Non-Sarcastic,banglasarc3
ওরে আমার রাজপুত্র রে তোর স্বাস্থ্য দেখলে মনে হয় না তুই এত খেতে পারিস এত খিদা কেন তোর,0,Non-Sarcastic,banglasarc3
ভাই সাদিয়া কি দোষ করছে,1,Sarcastic,banglasarc3
যুবায়ের হোসেনের ভিডিও দেখে নাফিস নতুন দৃষ্টিভঙ্গি নিয়ে নিজেকে আপগ্রেড করার চেষ্টা করেছিল,0,Non-Sarcastic,banglasarc3
করোনার সময় সে সাধারণ মানুষদের সাথে প্রতারণা করে নকল সার্টিফিকেট দিয়েছিলো,0,Non-Sarcastic,banglasarc3
খেলা দেখলে নাহয় ট্রল করতাম,1,Sarcastic,banglasarc3
বড় ভাই আমার শাউয়া চালাই হেডার বড় ভাই,0,Non-Sarcastic,banglasarc3
তুমি খাবে আমি দেখবো,1,Sarcastic,banglasarc3
১৪ই ফেব্রুয়ারি বিশ্ব শবে বরাত আলহামদুলিল্লাহ,0,Non-Sarcastic,banglasarc3
রেল যোগাযোগের সিনিয়র কর্মকর্তাগণ আমি লীগের দ্বারা প্রভাবিত তাদের বরখাস্ত করে দক্ষ শিক্ষিত লোকদেরকে নিয়োগ দেওয়া হোক,0,Non-Sarcastic,banglasarc3
ক্যাপ্টেন হিসেবে অসাধারণ খেলা হয়েছে আলহামদুলিল্লাহ বরিশাল বিপিএল কাপ যাবে লঞ্চ রেডি আছে,0,Non-Sarcastic,banglasarc3
থাইল্যান্ড গিয়ে শুধু বাথরুম এর ভিডিও কেন বাদ দিলি ওইটা ও দিতি,1,Sarcastic,banglasarc3
অপূর্ণ ইচ্ছে কারন কাফি আওয়ামীলীগের চেতনায় হাগু করে দিছে,0,Non-Sarcastic,banglasarc3
শুনলাম ভারতও আওয়ামীলীগের নতুন বাপ ডোনাল্ড ট্রাম্প,1,Sarcastic,banglasarc3
উগ্রপন্থী পন্থী হিন্দুত্ববাদী এদের দ্বারা সবই সম্ভব,0,Non-Sarcastic,banglasarc3
ছবি লাগলে নক দিয়েন দাদা নতুন ছবি পাইছি আয়নাঘর টাও আপনার মতো নতুন নতুন,0,Non-Sarcastic,banglasarc3
বর্তমান সকল ছাত্র ছাত্রী ও শিক্ষকদের অন্যান্য কলেজে পাঠিয়ে তিতুমীর কলেজকে বিশ্ববিদ্যালয় করা হোক যেখানে শুধু নতুনরাই পরীক্ষার মাধ্যমে ভর্তি হবে,0,Non-Sarcastic,banglasarc3
এরকম ভালো খাবার আমার কোনো দিন ও ভালো লাগে নি,1,Sarcastic,banglasarc3
আমি ঔ সময় খেলনা মোবাইলে নিমুরা নিমুরা মিউজিক বাজাইতে পারলেই খুশি,1,Sarcastic,banglasarc3
কুটি টাকার লোভ নেই তার তাই ফার্মগেটে চা স্টোল এই শেষ পর্যন্ত তার সম্বল,1,Sarcastic,banglasarc3
রমজান মাসে টের পাবেন যখন খেজুর আর ফল খাইতে যাবেন,0,Non-Sarcastic,banglasarc3
ঢাকা বিশ্ববিদ্যালয়ের কর্তৃপক্ষ লেখাপড়ার মানোন্নয়ন নিয়ে কোনো চিন্তা ভাবনা না করে কিভাবে অর্থ কামানো যায় সেই ধান্দায় ব্যস্ত,0,Non-Sarcastic,banglasarc3
ভাইটার হু হু শুনে আমার মনটা হু হু করে ভালো হয়ে গেলো,1,Sarcastic,banglasarc3
কাজি আর বউ বাসার গেইটের বাহিরে রেডি রাখেন রুহু বের হওয়া মাত্রই ডেকে এনে কবুল বলে ফেলুন,1,Sarcastic,banglasarc3
এত বুদ্ধি নিয়ে তুমি ঘুমাও কিভাবে,1,Sarcastic,banglasarc3
আগে মনে করতাম কেমনে সম্ভব বাইরে ভালোবাসা পুরুষরে বিলাই বানায়া ফেলে,1,Sarcastic,banglasarc3
ঘর আছে টয়লেট নাই নাগরিকত্ব আছে দাম নাই নদী আছে ইলিশ নাই মা আছে বাবা নাই মাথা আছে ব্রেইন নাই জ্ঞান আছে বুদ্ধি নাই টাকা আছে কৃপাণতার শেষ নাই খাবার থাকতেও গো বর খায় কোন দেশ এটা আপনি ঠিকই বুঝতে পারছেন ধন্যবাদ,1,Sarcastic,banglasarc3
যে নাটকের শুটিং হোক সুন্দর লাগছে ভাই,0,Non-Sarcastic,banglasarc3
এগুলো বেশি বাড়াবাড়ি হয়ে গেছে প্রতিহিংসার রাজনীতি যদি চলতেই থাকে তাহলে এখন আর আগে কোন ব্যবধান নেই,0,Non-Sarcastic,banglasarc3
আল্লাহ নারাজ হবেন না দুনিয়াতে যা চাইবেন তাই পাবেন যেভাবে চলতে চাইবেন আল্লাহ আপনাকে সেভাবেই চালাবেন মনে রাখবেন কিয়ামতের মাঠে দুনিয়ার প্রতিটি কাজের হিসাব দিতে হবে সুতরাং হারাম কিছু চেয়ে পরকালে জাহান্নামীদের লিস্টে নিজের নাম উঠাবেন না,0,Non-Sarcastic,banglasarc3
নিজের জাতের প্রমাণ দিয়েছেন একজনের কানের নিচে বাজাবেন আপনার আব্বু কে ও একদিন এমন বাজাবে,0,Non-Sarcastic,banglasarc3
নাছির সৌম্য সাব্বির সোহান মিরাজ বাংলাদেশের ক্রিকেট ইতিহাসের সবচেয়ে সেরা ফিল্ডার,0,Non-Sarcastic,banglasarc3
পশ্চিম দিকে দারায়া কমেন্ট করলাম,1,Sarcastic,banglasarc3
আমার বেলা উঠেনি তাই চাকরির পেড়াটা ও নেওয়া হয় নি অথচ বয়স ৩৪ তাতেও বিন্দু পরিমান আপসোস নাই আল্লাহ মহান নাম্বার ওয়ান,0,Non-Sarcastic,banglasarc3
সরকারি ও বেসরকারি উদ্যোগে এই গাছের চাষ বাড়ানো উচিত,0,Non-Sarcastic,banglasarc3
তো বলছি যে লাউ কি এখনো গাছে আছেই,1,Sarcastic,banglasarc3
বেশিরভাগ জামাতপন্থীরা করে তখন তারা দৌড়ের উপর ছিলো,0,Non-Sarcastic,banglasarc3
এমন কোথায় পাওয়া যায় আপনাদের পোস্টে,1,Sarcastic,banglasarc3
তীব্র নিন্দা জানাচ্ছি ফসল যা ক্ষতি করেছে ভারত তার দ্বিগুণ ক্ষতিপূরণ দিতে হবে,0,Non-Sarcastic,banglasarc3
যারা নামে বেনামে হাজার কোটি টাকা লোপাট করেছে বাংলাদেশী আইন তাদের ক জনকে জেলে ভরেছে এ দেশের আইন শুধুই গরীবদের জন্যই,0,Non-Sarcastic,banglasarc3
তিতলী ভাইয়াকে কংকা ভাইয়ার স্বামী গ্রেফতার করিয়েছে,1,Sarcastic,banglasarc3
নারীর উপর সামাজিক চাপ ও প্রভাব নিয়ে নারী লিখবে আপনার লেখা বরং পুরুষের চোখে নারীর উপর সামাজিক চাপ টাইপের লেখার সাথে বেশি মিল পাওয়া যাচ্ছে,0,Non-Sarcastic,banglasarc3
